,Time,1,2,3,4
S/N,,720479,720479,720479,720479
Type,,TGP-4500,TGP-4500,TGP-4500,TGP-4500
Description,,Light Interception #2,Light Interception #2,Light Interception #2,Light Interception #2
Property,,Maximum Temperature,Temperature,Maximum Humidity,Humidity
295,2014-07-22 15:04:57,40.685 °C,40.516 °C,43.6 %RH,42.6 %RH
296,2014-07-22 15:05:27,40.513 °C,40.360 °C,43.1 %RH,42.6 %RH
297,2014-07-22 15:05:57,40.353 °C,40.206 °C,42.9 %RH,42.1 %RH
298,2014-07-22 15:06:27,40.197 °C,40.058 °C,42.1 %RH,41.9 %RH
299,2014-07-22 15:06:57,40.053 °C,39.927 °C,42.9 %RH,42.9 %RH
300,2014-07-22 15:07:27,39.920 °C,39.767 °C,43.6 %RH,42.1 %RH
301,2014-07-22 15:07:57,39.764 °C,39.644 °C,42.4 %RH,41.9 %RH
302,2014-07-22 15:08:27,39.642 °C,39.541 °C,42.1 %RH,41.9 %RH
303,2014-07-22 15:08:57,39.540 °C,39.464 °C,41.9 %RH,41.6 %RH
304,2014-07-22 15:09:27,39.458 °C,39.401 °C,42.1 %RH,41.4 %RH
305,2014-07-22 15:09:57,39.401 °C,39.347 °C,41.9 %RH,41.4 %RH
306,2014-07-22 15:10:27,39.343 °C,39.279 °C,41.6 %RH,40.9 %RH
307,2014-07-22 15:10:57,39.279 °C,39.243 °C,41.4 %RH,39.7 %RH
308,2014-07-22 15:11:27,39.246 °C,39.189 °C,42.6 %RH,42.6 %RH
309,2014-07-22 15:11:57,39.187 °C,39.095 °C,43.3 %RH,40.9 %RH
310,2014-07-22 15:12:27,39.090 °C,38.943 °C,44.8 %RH,44.8 %RH
311,2014-07-22 15:12:57,38.941 °C,38.939 °C,44.8 %RH,41.1 %RH
312,2014-07-22 15:13:27,39.182 °C,39.182 °C,40.9 %RH,39.0 %RH
313,2014-07-22 15:13:57,39.538 °C,39.538 °C,39.2 %RH,38.5 %RH
314,2014-07-22 15:14:27,39.848 °C,39.848 °C,40.7 %RH,40.4 %RH
315,2014-07-22 15:14:57,40.149 °C,40.149 °C,40.7 %RH,38.5 %RH
316,2014-07-22 15:15:27,40.511 °C,40.511 °C,38.7 %RH,37.5 %RH
317,2014-07-22 15:15:57,40.873 °C,40.873 °C,38.0 %RH,37.3 %RH
318,2014-07-22 15:16:27,41.190 °C,41.190 °C,37.7 %RH,37.5 %RH
319,2014-07-22 15:16:57,41.473 °C,41.473 °C,38.0 %RH,37.0 %RH
320,2014-07-22 15:17:27,41.731 °C,41.731 °C,37.7 %RH,36.5 %RH
321,2014-07-22 15:17:57,41.983 °C,41.983 °C,36.5 %RH,35.6 %RH
322,2014-07-22 15:18:27,42.246 °C,42.246 °C,35.6 %RH,35.3 %RH
323,2014-07-22 15:18:57,42.529 °C,42.529 °C,35.8 %RH,34.6 %RH
324,2014-07-22 15:19:27,42.790 °C,42.790 °C,35.6 %RH,35.6 %RH
325,2014-07-22 15:19:57,42.989 °C,42.989 °C,35.6 %RH,35.6 %RH
326,2014-07-22 15:20:27,43.244 °C,43.244 °C,35.3 %RH,34.6 %RH
327,2014-07-22 15:20:57,43.443 °C,43.443 °C,34.6 %RH,34.1 %RH
328,2014-07-22 15:21:27,43.605 °C,43.605 °C,34.8 %RH,34.1 %RH
329,2014-07-22 15:21:57,43.715 °C,43.715 °C,35.3 %RH,32.9 %RH
330,2014-07-22 15:22:27,43.744 °C,43.695 °C,34.8 %RH,34.1 %RH
331,2014-07-22 15:22:57,43.805 °C,43.805 °C,33.9 %RH,33.4 %RH
332,2014-07-22 15:23:27,44.005 °C,44.005 °C,33.4 %RH,32.6 %RH
333,2014-07-22 15:23:57,44.123 °C,44.121 °C,35.1 %RH,35.1 %RH
334,2014-07-22 15:24:27,44.121 °C,43.992 °C,38.0 %RH,36.5 %RH
335,2014-07-22 15:24:57,44.038 °C,44.038 °C,36.3 %RH,35.6 %RH
336,2014-07-22 15:25:27,44.061 °C,43.983 °C,38.7 %RH,38.7 %RH
337,2014-07-22 15:25:57,43.972 °C,43.700 °C,39.7 %RH,39.7 %RH
338,2014-07-22 15:26:27,43.688 °C,43.337 °C,40.2 %RH,39.7 %RH
339,2014-07-22 15:26:57,43.326 °C,42.998 °C,39.9 %RH,39.2 %RH
340,2014-07-22 15:27:27,42.987 °C,42.621 °C,39.4 %RH,38.7 %RH
341,2014-07-22 15:27:57,42.610 °C,42.287 °C,40.2 %RH,39.7 %RH
342,2014-07-22 15:28:27,42.277 °C,42.034 °C,39.7 %RH,39.7 %RH
343,2014-07-22 15:28:57,42.024 °C,41.803 °C,39.4 %RH,37.7 %RH
344,2014-07-22 15:29:27,41.794 °C,41.579 °C,37.7 %RH,37.7 %RH
345,2014-07-22 15:29:57,41.573 °C,41.385 °C,40.2 %RH,38.7 %RH
346,2014-07-22 15:30:27,41.379 °C,41.153 °C,40.2 %RH,39.4 %RH
347,2014-07-22 15:30:57,41.144 °C,40.936 °C,40.7 %RH,39.4 %RH
348,2014-07-22 15:31:27,40.932 °C,40.798 °C,40.2 %RH,37.3 %RH
349,2014-07-22 15:31:57,40.793 °C,40.645 °C,39.0 %RH,38.5 %RH
350,2014-07-22 15:32:27,40.641 °C,40.481 °C,40.2 %RH,39.9 %RH
351,2014-07-22 15:32:57,40.478 °C,40.367 °C,40.7 %RH,37.7 %RH
352,2014-07-22 15:33:27,40.362 °C,40.241 °C,38.5 %RH,37.7 %RH
353,2014-07-22 15:33:57,40.239 °C,40.103 °C,38.5 %RH,38.5 %RH
354,2014-07-22 15:34:27,40.096 °C,39.985 °C,38.5 %RH,38.5 %RH
355,2014-07-22 15:34:57,39.984 °C,39.913 °C,40.7 %RH,40.7 %RH
356,2014-07-22 15:35:27,39.912 °C,39.807 °C,41.9 %RH,39.4 %RH
357,2014-07-22 15:35:57,39.802 °C,39.671 °C,39.7 %RH,39.7 %RH
358,2014-07-22 15:36:27,39.664 °C,39.531 °C,43.1 %RH,40.7 %RH
359,2014-07-22 15:36:57,39.524 °C,39.493 °C,41.6 %RH,39.2 %RH
360,2014-07-22 15:37:27,39.651 °C,39.651 °C,38.7 %RH,37.3 %RH
361,2014-07-22 15:37:57,39.991 °C,39.991 °C,37.3 %RH,36.5 %RH
362,2014-07-22 15:38:27,40.331 °C,40.331 °C,36.8 %RH,36.3 %RH
363,2014-07-22 15:38:57,40.405 °C,40.402 °C,41.6 %RH,41.4 %RH
364,2014-07-22 15:39:27,40.402 °C,40.325 °C,44.3 %RH,43.8 %RH
365,2014-07-22 15:39:57,40.324 °C,40.211 °C,44.3 %RH,41.6 %RH
366,2014-07-22 15:40:27,40.208 °C,40.010 °C,46.1 %RH,42.9 %RH
367,2014-07-22 15:40:57,39.996 °C,39.827 °C,42.6 %RH,41.4 %RH
368,2014-07-22 15:41:27,39.822 °C,39.610 °C,41.6 %RH,40.9 %RH
369,2014-07-22 15:41:57,39.599 °C,39.406 °C,40.9 %RH,39.9 %RH
370,2014-07-22 15:42:27,39.403 °C,39.243 °C,42.9 %RH,42.9 %RH
371,2014-07-22 15:42:57,39.238 °C,39.114 °C,42.9 %RH,41.6 %RH
372,2014-07-22 15:43:27,39.110 °C,38.993 °C,43.1 %RH,41.1 %RH
373,2014-07-22 15:43:57,38.988 °C,38.883 °C,43.6 %RH,43.6 %RH
374,2014-07-22 15:44:27,38.929 °C,38.929 °C,43.6 %RH,37.0 %RH
375,2014-07-22 15:44:57,39.170 °C,39.170 °C,38.2 %RH,38.2 %RH
376,2014-07-22 15:45:27,39.422 °C,39.422 °C,41.1 %RH,39.0 %RH
377,2014-07-22 15:45:57,39.670 °C,39.670 °C,41.4 %RH,40.2 %RH
378,2014-07-22 15:46:27,39.901 °C,39.901 °C,40.9 %RH,39.0 %RH
379,2014-07-22 15:46:57,40.149 °C,40.149 °C,38.7 %RH,36.5 %RH
380,2014-07-22 15:47:27,40.481 °C,40.481 °C,36.5 %RH,36.0 %RH
381,2014-07-22 15:47:57,40.775 °C,40.775 °C,36.8 %RH,36.5 %RH
382,2014-07-22 15:48:27,40.889 °C,40.889 °C,39.2 %RH,39.2 %RH
383,2014-07-22 15:48:57,40.908 °C,40.899 °C,39.2 %RH,37.7 %RH
384,2014-07-22 15:49:27,40.902 °C,40.883 °C,37.7 %RH,36.0 %RH
385,2014-07-22 15:49:57,40.880 °C,40.861 °C,38.7 %RH,38.7 %RH
386,2014-07-22 15:50:27,40.920 °C,40.920 °C,39.2 %RH,39.2 %RH
387,2014-07-22 15:50:57,41.021 °C,41.021 °C,41.6 %RH,41.4 %RH
388,2014-07-22 15:51:27,41.072 °C,41.065 °C,41.4 %RH,40.7 %RH
389,2014-07-22 15:51:57,41.065 °C,41.002 °C,40.7 %RH,37.7 %RH
390,2014-07-22 15:52:27,41.109 °C,41.109 °C,37.5 %RH,35.6 %RH
391,2014-07-22 15:52:57,41.298 °C,41.298 °C,36.8 %RH,34.1 %RH
392,2014-07-22 15:53:27,41.545 °C,41.545 °C,35.6 %RH,34.8 %RH
393,2014-07-22 15:53:57,41.789 °C,41.789 °C,37.7 %RH,37.5 %RH
394,2014-07-22 15:54:27,41.878 °C,41.878 °C,39.0 %RH,36.8 %RH
395,2014-07-22 15:54:57,41.899 °C,41.897 °C,36.5 %RH,34.6 %RH
396,2014-07-22 15:55:27,41.938 °C,41.931 °C,37.7 %RH,37.7 %RH
397,2014-07-22 15:55:57,41.931 °C,41.842 °C,40.4 %RH,40.2 %RH
398,2014-07-22 15:56:27,41.839 °C,41.816 °C,39.9 %RH,37.0 %RH
399,2014-07-22 15:56:57,41.821 °C,41.794 °C,38.7 %RH,37.5 %RH
400,2014-07-22 15:57:27,41.794 °C,41.670 °C,41.4 %RH,41.4 %RH
401,2014-07-22 15:57:57,41.663 °C,41.439 °C,42.1 %RH,40.2 %RH
402,2014-07-22 15:58:27,41.430 °C,41.154 °C,39.9 %RH,39.4 %RH
403,2014-07-22 15:58:57,41.147 °C,40.864 °C,39.7 %RH,39.7 %RH
404,2014-07-22 15:59:27,40.855 °C,40.566 °C,39.9 %RH,39.7 %RH
405,2014-07-22 15:59:57,40.558 °C,40.286 °C,41.9 %RH,41.4 %RH
406,2014-07-22 16:00:27,40.275 °C,40.010 °C,44.3 %RH,44.3 %RH
407,2014-07-22 16:00:57,40.001 °C,39.759 °C,44.3 %RH,43.1 %RH
408,2014-07-22 16:01:27,39.748 °C,39.521 °C,43.1 %RH,43.1 %RH
409,2014-07-22 16:01:57,39.511 °C,39.243 °C,44.6 %RH,43.8 %RH
410,2014-07-22 16:02:27,39.233 °C,38.988 °C,44.1 %RH,44.1 %RH
411,2014-07-22 16:02:57,38.981 °C,38.762 °C,45.0 %RH,45.0 %RH
412,2014-07-22 16:03:27,38.755 °C,38.549 °C,49.9 %RH,49.6 %RH
413,2014-07-22 16:03:57,38.537 °C,38.336 °C,52.9 %RH,52.9 %RH
414,2014-07-22 16:04:27,38.329 °C,38.141 °C,52.7 %RH,50.9 %RH
415,2014-07-22 16:04:57,38.136 °C,37.978 °C,50.6 %RH,47.6 %RH
416,2014-07-22 16:05:27,37.974 °C,37.824 °C,49.1 %RH,48.6 %RH
417,2014-07-22 16:05:57,37.821 °C,37.656 °C,48.9 %RH,48.3 %RH
418,2014-07-22 16:06:27,37.653 °C,37.495 °C,51.2 %RH,51.2 %RH
419,2014-07-22 16:06:57,37.490 °C,37.361 °C,51.7 %RH,48.3 %RH
420,2014-07-22 16:07:27,37.356 °C,37.247 °C,49.1 %RH,46.6 %RH
421,2014-07-22 16:07:57,37.242 °C,37.166 °C,49.4 %RH,46.6 %RH
422,2014-07-22 16:08:27,37.168 °C,37.112 °C,46.3 %RH,45.3 %RH
423,2014-07-22 16:08:57,37.110 °C,37.061 °C,49.1 %RH,47.3 %RH
424,2014-07-22 16:09:27,37.064 °C,37.024 °C,48.3 %RH,48.3 %RH
425,2014-07-22 16:09:57,37.019 °C,37.008 °C,48.1 %RH,47.1 %RH
426,2014-07-22 16:10:27,37.010 °C,36.991 °C,48.3 %RH,47.3 %RH
427,2014-07-22 16:10:57,37.001 °C,36.987 °C,47.1 %RH,43.6 %RH
428,2014-07-22 16:11:27,36.985 °C,36.972 °C,44.1 %RH,44.1 %RH
429,2014-07-22 16:11:57,36.978 °C,36.962 °C,45.0 %RH,45.0 %RH
430,2014-07-22 16:12:27,36.975 °C,36.968 °C,46.1 %RH,46.1 %RH
431,2014-07-22 16:12:57,37.000 °C,37.000 °C,48.6 %RH,48.6 %RH
432,2014-07-22 16:13:27,37.013 °C,37.010 °C,53.7 %RH,53.7 %RH
433,2014-07-22 16:13:57,37.008 °C,36.978 °C,53.4 %RH,47.1 %RH
434,2014-07-22 16:14:27,36.975 °C,36.929 °C,47.6 %RH,47.3 %RH
435,2014-07-22 16:14:57,36.927 °C,36.890 °C,49.6 %RH,48.9 %RH
436,2014-07-22 16:15:27,36.888 °C,36.847 °C,48.9 %RH,48.1 %RH
437,2014-07-22 16:15:57,36.842 °C,36.806 °C,50.4 %RH,50.4 %RH
438,2014-07-22 16:16:27,36.802 °C,36.780 °C,50.4 %RH,47.1 %RH
439,2014-07-22 16:16:57,36.780 °C,36.765 °C,47.8 %RH,47.6 %RH
440,2014-07-22 16:17:27,36.763 °C,36.732 °C,47.6 %RH,46.8 %RH
441,2014-07-22 16:17:57,36.729 °C,36.666 °C,51.2 %RH,50.9 %RH
442,2014-07-22 16:18:27,36.663 °C,36.578 °C,51.7 %RH,49.1 %RH
443,2014-07-22 16:18:57,36.573 °C,36.488 °C,51.2 %RH,50.6 %RH
444,2014-07-22 16:19:27,36.486 °C,36.393 °C,49.9 %RH,48.9 %RH
445,2014-07-22 16:19:57,36.388 °C,36.294 °C,51.7 %RH,51.7 %RH
446,2014-07-22 16:20:27,36.292 °C,36.209 °C,51.4 %RH,50.6 %RH
447,2014-07-22 16:20:57,36.207 °C,36.141 °C,50.9 %RH,50.9 %RH
448,2014-07-22 16:21:27,36.139 °C,36.092 °C,52.7 %RH,50.4 %RH
449,2014-07-22 16:21:57,36.087 °C,36.030 °C,54.0 %RH,54.0 %RH
450,2014-07-22 16:22:27,36.037 °C,36.001 °C,54.0 %RH,51.9 %RH
451,2014-07-22 16:22:57,36.001 °C,35.970 °C,52.4 %RH,49.9 %RH
452,2014-07-22 16:23:27,35.969 °C,35.920 °C,51.9 %RH,51.7 %RH
453,2014-07-22 16:23:57,35.917 °C,35.834 °C,51.7 %RH,49.6 %RH
454,2014-07-22 16:24:27,35.832 °C,35.743 °C,49.9 %RH,49.1 %RH
455,2014-07-22 16:24:57,35.738 °C,35.653 °C,52.7 %RH,52.7 %RH
456,2014-07-22 16:25:27,35.653 °C,35.591 °C,56.2 %RH,55.2 %RH
457,2014-07-22 16:25:57,35.590 °C,35.548 °C,55.7 %RH,51.4 %RH
458,2014-07-22 16:26:27,35.548 °C,35.495 °C,51.9 %RH,50.4 %RH
459,2014-07-22 16:26:57,35.499 °C,35.453 °C,51.7 %RH,49.9 %RH
460,2014-07-22 16:27:27,35.451 °C,35.407 °C,50.4 %RH,50.4 %RH
461,2014-07-22 16:27:57,35.403 °C,35.354 °C,51.9 %RH,51.7 %RH
462,2014-07-22 16:28:27,35.358 °C,35.316 °C,51.2 %RH,50.4 %RH
463,2014-07-22 16:28:57,35.316 °C,35.267 °C,55.2 %RH,52.4 %RH
464,2014-07-22 16:29:27,35.269 °C,35.213 °C,52.4 %RH,51.9 %RH
465,2014-07-22 16:29:57,35.211 °C,35.160 °C,54.7 %RH,54.7 %RH
466,2014-07-22 16:30:27,35.153 °C,35.107 °C,56.0 %RH,56.0 %RH
467,2014-07-22 16:30:57,35.104 °C,35.052 °C,57.0 %RH,55.7 %RH
468,2014-07-22 16:31:27,35.052 °C,34.996 °C,56.8 %RH,56.5 %RH
469,2014-07-22 16:31:57,34.995 °C,34.935 °C,56.5 %RH,55.7 %RH
470,2014-07-22 16:32:27,34.934 °C,34.878 °C,57.3 %RH,55.0 %RH
471,2014-07-22 16:32:57,34.873 °C,34.828 °C,54.7 %RH,52.7 %RH
472,2014-07-22 16:33:27,34.828 °C,34.796 °C,52.7 %RH,51.9 %RH
473,2014-07-22 16:33:57,34.799 °C,34.769 °C,52.7 %RH,52.4 %RH
474,2014-07-22 16:34:27,34.771 °C,34.747 °C,53.2 %RH,52.7 %RH
475,2014-07-22 16:34:57,34.743 °C,34.723 °C,53.2 %RH,53.2 %RH
476,2014-07-22 16:35:27,34.726 °C,34.713 °C,54.5 %RH,54.0 %RH
477,2014-07-22 16:35:57,34.721 °C,34.711 °C,54.5 %RH,54.5 %RH
478,2014-07-22 16:36:27,34.713 °C,34.704 °C,54.5 %RH,53.7 %RH
479,2014-07-22 16:36:57,34.705 °C,34.696 °C,54.0 %RH,53.7 %RH
480,2014-07-22 16:37:27,34.699 °C,34.686 °C,53.7 %RH,53.7 %RH
481,2014-07-22 16:37:57,34.691 °C,34.678 °C,53.7 %RH,53.2 %RH
482,2014-07-22 16:38:27,34.683 °C,34.675 °C,53.4 %RH,52.7 %RH
483,2014-07-22 16:38:57,34.673 °C,34.664 °C,53.4 %RH,52.7 %RH
484,2014-07-22 16:39:27,34.667 °C,34.664 °C,57.0 %RH,53.2 %RH
485,2014-07-22 16:39:57,34.664 °C,34.662 °C,52.7 %RH,51.4 %RH
486,2014-07-22 16:40:27,34.691 °C,34.689 °C,53.4 %RH,53.4 %RH
487,2014-07-22 16:40:57,34.764 °C,34.764 °C,53.7 %RH,52.7 %RH
488,2014-07-22 16:41:27,34.846 °C,34.846 °C,52.7 %RH,51.9 %RH
489,2014-07-22 16:41:57,34.919 °C,34.916 °C,51.9 %RH,51.9 %RH
490,2014-07-22 16:42:27,34.983 °C,34.982 °C,54.0 %RH,53.7 %RH
491,2014-07-22 16:42:57,35.046 °C,35.046 °C,57.0 %RH,57.0 %RH
492,2014-07-22 16:43:27,35.096 °C,35.096 °C,57.0 %RH,53.2 %RH
493,2014-07-22 16:43:57,35.116 °C,35.113 °C,54.7 %RH,54.7 %RH
494,2014-07-22 16:44:27,35.115 °C,35.105 °C,56.2 %RH,56.2 %RH
495,2014-07-22 16:44:57,35.110 °C,35.088 °C,58.0 %RH,58.0 %RH
496,2014-07-22 16:45:27,35.091 °C,35.068 °C,58.3 %RH,57.8 %RH
497,2014-07-22 16:45:57,35.070 °C,35.049 °C,59.1 %RH,59.1 %RH
498,2014-07-22 16:46:27,35.052 °C,35.031 °C,59.6 %RH,58.6 %RH
499,2014-07-22 16:46:57,35.036 °C,35.022 °C,59.1 %RH,58.8 %RH
500,2014-07-22 16:47:27,35.022 °C,35.011 °C,60.4 %RH,60.4 %RH
501,2014-07-22 16:47:57,35.012 °C,35.003 °C,60.7 %RH,59.9 %RH
502,2014-07-22 16:48:27,35.006 °C,35.001 °C,61.0 %RH,61.0 %RH
503,2014-07-22 16:48:57,35.004 °C,34.999 °C,62.0 %RH,61.8 %RH
504,2014-07-22 16:49:27,35.007 °C,35.003 °C,62.8 %RH,62.8 %RH
505,2014-07-22 16:49:57,35.022 °C,35.009 °C,63.4 %RH,63.4 %RH
506,2014-07-22 16:50:27,35.031 °C,35.031 °C,63.6 %RH,59.9 %RH
507,2014-07-22 16:50:57,35.049 °C,35.047 °C,60.2 %RH,60.2 %RH
508,2014-07-22 16:51:27,35.075 °C,35.075 °C,62.0 %RH,62.0 %RH
509,2014-07-22 16:51:57,35.124 °C,35.124 °C,62.3 %RH,62.3 %RH
510,2014-07-22 16:52:27,35.269 °C,35.269 °C,62.6 %RH,61.8 %RH
511,2014-07-22 16:52:57,35.470 °C,35.470 °C,61.8 %RH,60.2 %RH
512,2014-07-22 16:53:27,35.682 °C,35.682 °C,60.4 %RH,54.2 %RH
513,2014-07-22 16:53:57,35.808 °C,35.808 °C,59.1 %RH,59.1 %RH
514,2014-07-22 16:54:27,35.884 °C,35.884 °C,60.7 %RH,60.7 %RH
515,2014-07-22 16:54:57,35.943 °C,35.943 °C,62.0 %RH,62.0 %RH
516,2014-07-22 16:55:27,35.998 °C,35.998 °C,63.1 %RH,63.1 %RH
517,2014-07-22 16:55:57,36.053 °C,36.053 °C,63.4 %RH,63.4 %RH
518,2014-07-22 16:56:27,36.105 °C,36.105 °C,63.9 %RH,63.9 %RH
519,2014-07-22 16:56:57,36.167 °C,36.167 °C,64.2 %RH,64.2 %RH
520,2014-07-22 16:57:27,36.224 °C,36.222 °C,65.0 %RH,64.7 %RH
521,2014-07-22 16:57:57,36.278 °C,36.278 °C,65.2 %RH,65.2 %RH
522,2014-07-22 16:58:27,36.328 °C,36.328 °C,65.2 %RH,63.1 %RH
523,2014-07-22 16:58:57,36.375 °C,36.375 °C,63.4 %RH,62.0 %RH
524,2014-07-22 16:59:27,36.419 °C,36.419 °C,62.0 %RH,62.0 %RH
525,2014-07-22 16:59:57,36.465 °C,36.465 °C,62.3 %RH,58.8 %RH
526,2014-07-22 17:00:27,36.508 °C,36.506 °C,58.8 %RH,58.3 %RH
527,2014-07-22 17:00:57,36.545 °C,36.542 °C,58.0 %RH,58.0 %RH
528,2014-07-22 17:01:27,36.588 °C,36.586 °C,58.6 %RH,58.0 %RH
529,2014-07-22 17:01:57,36.627 °C,36.627 °C,58.0 %RH,54.5 %RH
530,2014-07-22 17:02:27,36.657 °C,36.653 °C,54.5 %RH,51.4 %RH
531,2014-07-22 17:02:57,36.681 °C,36.681 °C,51.4 %RH,49.4 %RH
532,2014-07-22 17:03:27,36.709 °C,36.709 °C,49.6 %RH,49.6 %RH
533,2014-07-22 17:03:57,36.734 °C,36.734 °C,49.6 %RH,49.1 %RH
534,2014-07-22 17:04:27,36.755 °C,36.755 °C,49.1 %RH,45.3 %RH
535,2014-07-22 17:04:57,36.778 °C,36.771 °C,46.3 %RH,44.8 %RH
536,2014-07-22 17:05:27,36.789 °C,36.784 °C,44.8 %RH,43.3 %RH
537,2014-07-22 17:05:57,36.794 °C,36.794 °C,43.1 %RH,41.1 %RH
538,2014-07-22 17:06:27,36.807 °C,36.789 °C,41.1 %RH,39.2 %RH
539,2014-07-22 17:06:57,36.809 °C,36.798 °C,39.2 %RH,38.5 %RH
540,2014-07-22 17:07:27,36.801 °C,36.791 °C,38.5 %RH,37.3 %RH
541,2014-07-22 17:07:57,36.794 °C,36.783 °C,37.3 %RH,34.3 %RH
542,2014-07-22 17:08:27,36.783 °C,36.766 °C,34.6 %RH,33.6 %RH
543,2014-07-22 17:08:57,36.768 °C,36.750 °C,34.6 %RH,34.3 %RH
544,2014-07-22 17:09:27,36.747 °C,36.725 °C,34.6 %RH,34.1 %RH
545,2014-07-22 17:09:57,36.727 °C,36.701 °C,34.3 %RH,30.1 %RH
546,2014-07-22 17:10:27,36.706 °C,36.670 °C,30.1 %RH,29.2 %RH
547,2014-07-22 17:10:57,36.668 °C,36.635 °C,29.6 %RH,29.6 %RH
548,2014-07-22 17:11:27,36.635 °C,36.603 °C,30.1 %RH,28.9 %RH
549,2014-07-22 17:11:57,36.599 °C,36.560 °C,29.6 %RH,29.6 %RH
550,2014-07-22 17:12:27,36.562 °C,36.521 °C,29.9 %RH,28.5 %RH
551,2014-07-22 17:12:57,36.517 °C,36.485 °C,29.6 %RH,29.6 %RH
552,2014-07-22 17:13:27,36.481 °C,36.428 °C,30.3 %RH,29.6 %RH
553,2014-07-22 17:13:57,36.423 °C,36.379 °C,29.6 %RH,28.5 %RH
554,2014-07-22 17:14:27,36.379 °C,36.325 °C,28.7 %RH,28.0 %RH
555,2014-07-22 17:14:57,36.328 °C,36.271 °C,28.5 %RH,28.3 %RH
556,2014-07-22 17:15:27,36.271 °C,36.220 °C,28.5 %RH,27.8 %RH
557,2014-07-22 17:15:57,36.216 °C,36.160 °C,29.4 %RH,29.4 %RH
558,2014-07-22 17:16:27,36.162 °C,36.102 °C,31.7 %RH,31.7 %RH
559,2014-07-22 17:16:57,36.103 °C,36.064 °C,35.6 %RH,35.6 %RH
560,2014-07-22 17:17:27,36.063 °C,36.045 °C,37.5 %RH,37.5 %RH
561,2014-07-22 17:17:57,36.048 °C,36.038 °C,38.2 %RH,38.2 %RH
562,2014-07-22 17:18:27,36.042 °C,36.037 °C,39.0 %RH,39.0 %RH
563,2014-07-22 17:18:57,36.046 °C,36.037 °C,39.9 %RH,39.9 %RH
564,2014-07-22 17:19:27,36.056 °C,36.051 °C,40.9 %RH,40.9 %RH
565,2014-07-22 17:19:57,36.059 °C,36.058 °C,41.6 %RH,41.6 %RH
566,2014-07-22 17:20:27,36.068 °C,36.068 °C,42.6 %RH,42.4 %RH
567,2014-07-22 17:20:57,36.077 °C,36.076 °C,44.8 %RH,44.6 %RH
568,2014-07-22 17:21:27,36.089 °C,36.082 °C,44.6 %RH,43.3 %RH
569,2014-07-22 17:21:57,36.087 °C,36.084 °C,43.8 %RH,43.8 %RH
570,2014-07-22 17:22:27,36.089 °C,36.085 °C,44.1 %RH,44.1 %RH
571,2014-07-22 17:22:57,36.089 °C,36.082 °C,44.1 %RH,43.8 %RH
572,2014-07-22 17:23:27,36.084 °C,36.081 °C,44.1 %RH,43.6 %RH
573,2014-07-22 17:23:57,36.081 °C,36.072 °C,43.6 %RH,42.6 %RH
574,2014-07-22 17:24:27,36.074 °C,36.069 °C,43.1 %RH,43.1 %RH
575,2014-07-22 17:24:57,36.084 °C,36.084 °C,43.6 %RH,43.6 %RH
576,2014-07-22 17:25:27,36.121 °C,36.121 °C,44.3 %RH,44.3 %RH
577,2014-07-22 17:25:57,36.155 °C,36.155 °C,44.6 %RH,44.3 %RH
578,2014-07-22 17:26:27,36.181 °C,36.181 °C,44.8 %RH,44.3 %RH
579,2014-07-22 17:26:57,36.203 °C,36.203 °C,44.8 %RH,44.8 %RH
580,2014-07-22 17:27:27,36.201 °C,36.198 °C,45.3 %RH,42.1 %RH
581,2014-07-22 17:27:57,36.198 °C,36.191 °C,42.1 %RH,41.4 %RH
582,2014-07-22 17:28:27,36.198 °C,36.177 °C,41.1 %RH,38.2 %RH
583,2014-07-22 17:28:57,36.177 °C,36.149 °C,39.7 %RH,39.4 %RH
584,2014-07-22 17:29:27,36.155 °C,36.123 °C,39.4 %RH,39.4 %RH
585,2014-07-22 17:29:57,36.124 °C,36.103 °C,39.7 %RH,39.7 %RH
586,2014-07-22 17:30:27,36.098 °C,36.069 °C,39.7 %RH,39.4 %RH
587,2014-07-22 17:30:57,36.071 °C,36.050 °C,39.4 %RH,39.4 %RH
588,2014-07-22 17:31:27,36.051 °C,36.019 °C,39.4 %RH,39.2 %RH
589,2014-07-22 17:31:57,36.016 °C,35.975 °C,39.7 %RH,39.7 %RH
590,2014-07-22 17:32:27,35.977 °C,35.943 °C,39.7 %RH,39.4 %RH
591,2014-07-22 17:32:57,35.943 °C,35.902 °C,39.7 %RH,39.7 %RH
592,2014-07-22 17:33:27,35.899 °C,35.868 °C,39.7 %RH,39.4 %RH
593,2014-07-22 17:33:57,35.868 °C,35.819 °C,39.4 %RH,39.2 %RH
594,2014-07-22 17:34:27,35.818 °C,35.777 °C,39.2 %RH,39.0 %RH
595,2014-07-22 17:34:57,35.776 °C,35.729 °C,39.0 %RH,38.7 %RH
596,2014-07-22 17:35:27,35.724 °C,35.679 °C,38.7 %RH,38.7 %RH
597,2014-07-22 17:35:57,35.677 °C,35.627 °C,38.7 %RH,38.7 %RH
598,2014-07-22 17:36:27,35.627 °C,35.574 °C,38.7 %RH,38.5 %RH
599,2014-07-22 17:36:57,35.575 °C,35.520 °C,38.5 %RH,38.2 %RH
600,2014-07-22 17:37:27,35.519 °C,35.464 °C,38.2 %RH,38.0 %RH
601,2014-07-22 17:37:57,35.461 °C,35.403 °C,38.2 %RH,38.0 %RH
602,2014-07-22 17:38:27,35.404 °C,35.348 °C,38.0 %RH,37.7 %RH
